experiment_id,fold,iteration,completed_iterations,diagnostic_loss_fixed,diagnostic_elbo_endpoint_relative_change,diagnostic_elbo_relative_range,spatial_lengthscale_x_relative_change_window,spatial_lengthscale_y_relative_change_window,kernel_variance_relative_change_window,temporal_lengthscale_relative_change_window,temporal_trend_absolute_change_window,site_relative_change_since_checkpoint,early_stop_elbo_plateau_pass,early_stop_parameter_stability_pass,early_stop_site_stability_pass,early_stop_convergence_gate_pass,early_stop_consecutive_passes
EARLY-STOP-A01,1,2799,2800,0.1659639039118455,0.0101362772219395,0.0101919868254259,0.0249131805743716,0.0084625367945086,0.0094619575510192,0.1081871356108829,0.0118926534754621,0.0844380118731626,False,False,False,False,0
EARLY-STOP-A01,1,2849,2850,0.166456431074737,0.0064566330212341,0.009461377106018,0.0177516610081247,0.0198835243634249,0.0057772091937273,0.103827934849696,0.0086426327222884,0.0809365830026792,False,False,False,False,0
EARLY-STOP-A01,1,2899,2900,0.1650026947575709,0.0129900885360509,0.0130653895423175,0.0095555835917716,0.0244396115192312,0.0095695768021716,0.1043992797522361,0.0114938225563733,0.0821376492313517,False,False,False,False,0
EARLY-STOP-A01,1,2949,2950,0.167509598321074,0.0071550930150611,0.0150826744127685,0.0069909085130448,0.0319204160368992,0.0052479681719501,0.1001972570704548,0.0139155607352415,0.0860101794266037,False,False,False,False,0
EARLY-STOP-A01,1,2999,3000,0.1669070463372484,0.0048463481171708,0.015076467125642,0.0150829779977837,0.0263967189374604,0.0004104306442835,0.0937752735282184,0.0072818086475512,0.0871426690798525,False,False,False,False,0
EARLY-STOP-A01,1,3049,3050,0.1665302158118899,0.0034122594533879,0.0150570816394128,0.0168101033864566,0.0269916931874975,0.002255574554903,0.0893226981108469,0.0197815549924745,0.086868406136535,False,False,False,False,0
EARLY-STOP-A01,1,3099,3100,0.165742977259741,0.0042861294717759,0.0150570816394128,0.0207691349288658,0.0235505727872049,0.0053372996388558,0.0844392439591972,0.0271220844927707,0.0823735107153676,False,False,False,False,0
EARLY-STOP-A01,1,3149,3150,0.1668864101903786,0.01141627071955,0.0150376637995615,0.0128299095509998,0.0229770421488929,0.0042966533555364,0.084359879319596,0.0194811409640405,0.0847900265247315,False,False,False,False,0
EARLY-STOP-A01,1,3199,3200,0.1679644301458501,0.0027152582857029,0.0133103441224904,0.011449379880001,0.0226516592350306,0.0072340329455716,0.0878189363653541,0.0315690043367002,0.0869849455177714,False,False,False,False,0
EARLY-STOP-A01,1,3249,3250,0.1679873402547688,0.0064724284637901,0.0134476152910569,0.0170788284523191,0.0173694657191349,0.0065822059901537,0.0874450671428511,0.0359306300190444,0.0893089473518807,False,False,False,False,0
EARLY-STOP-A01,1,3299,3300,0.1668377707378795,0.0018468415746069,0.0134504067927299,0.0117610849993753,0.0157785616289853,0.0154887226993967,0.0864666006946361,0.0287523987957231,0.0821573742988309,False,False,False,False,0
EARLY-STOP-A01,1,3349,3350,0.1671429467767288,0.0084466294749484,0.0134381182265296,0.0180507847461408,0.0001507276059028,0.0288760292314363,0.0885488555666061,0.0225178013259844,0.0845637013880277,False,False,False,False,0
EARLY-STOP-A01,1,3399,3400,0.1666580359821737,0.0013684410129285,0.0079592062486053,0.020478425492174,0.0040438058048604,0.0187913924367482,0.0849944312044042,0.0213717399189853,0.0840417573706552,False,False,False,False,0
EARLY-STOP-A01,1,3449,3450,0.1658572865548429,0.0125451775067938,0.0127555489776603,0.0203992889321656,0.0016582038021163,0.0200371852002761,0.0827578421166272,0.0162184150469202,0.0839666516954293,False,False,False,False,0
EARLY-STOP-A01,1,3499,3500,0.1673740733093969,0.003650673583151,0.0127555489776603,0.0157842877469591,0.0056298986190825,0.0206075282220831,0.0822342750303588,0.0155444688464794,0.0814138020805551,False,False,False,False,0
EARLY-STOP-A01,1,3549,3550,0.1663088395554862,0.0031703323537227,0.0090962868137481,0.0164951531613013,0.0084548432390911,0.014356741436247,0.0812494484313192,0.0170115066486337,0.0868902009566702,False,False,False,False,0
EARLY-STOP-A01,1,3599,3600,0.1663410506132723,0.0047976667811635,0.0091098553456194,0.0039063324338102,0.0238504103280658,0.0100376845286785,0.0794586960157972,0.0145057293865064,0.0828421010770074,False,False,False,False,0
EARLY-STOP-A01,1,3649,3650,0.1657482480664885,0.005459010184078,0.0097749934147493,0.0231876658037914,0.0059233099614109,0.0120650328910798,0.0779861920928423,0.023549649394944,0.0878027880681172,False,False,False,False,0
EARLY-STOP-A01,1,3699,3700,0.1660036259026805,0.000882320884884,0.0097849187851969,0.0291574899753223,0.0022200563989603,0.0118914193383063,0.0749945696207681,0.0185061894488819,0.0901311476733249,False,False,False,False,0
EARLY-STOP-A01,1,3749,3750,0.1666865990665395,0.004107411794816,0.0097749934147493,0.022093350544705,0.0078112470786936,0.0154387410631415,0.0732132205225182,0.023119155910956,0.0906989067823896,False,False,False,False,0
EARLY-STOP-A01,1,3799,3800,0.1664763941391344,0.0010074905464797,0.0056416732894449,0.0245349161747556,0.0024565537763013,0.0185459158254145,0.0725464051722463,0.0173323630287846,0.0850418108731143,False,False,False,False,0
EARLY-STOP-A01,1,3849,3850,0.1660096855621875,0.001992082230232,0.0056467514460719,0.0312342556050367,0.0012930423464194,0.0122099796514371,0.0686929674195875,0.0077057102435168,0.0916461414559561,False,False,False,False,0
EARLY-STOP-A01,1,3899,3900,0.1667833957126458,0.0062453006787859,0.0062267126917741,0.0119811658291192,0.0154693711268172,0.0119510849611819,0.0647684823914297,0.0122063931455906,0.0821158937626271,False,False,False,False,0
EARLY-STOP-A01,1,3949,3950,0.1669319279150346,0.0055920586511669,0.0055726598168788,0.0031138089661855,0.0148602207825472,0.0179889973503751,0.0621798190282666,0.0125681195321789,0.0985900336204389,False,False,False,False,0
EARLY-STOP-A01,1,3999,4000,0.1667046067880903,0.000108033409114,0.0055324935790255,0.0058633038867936,0.0090252500355477,0.0169289685425499,0.0620794231076557,0.0119429976953622,0.0923487609286498,False,False,False,False,0
EARLY-STOP-A01,2,1499,1500,0.1484795232044766,0.0120206131446113,0.0180059514384441,0.0487539905670095,0.0286314987256879,0.0107507297646737,0.1534176978207662,0.020703648455506,0.0958380507686468,False,False,False,False,0
EARLY-STOP-A01,2,1549,1550,0.1486815996681308,0.0165148336232552,0.0180656048757522,0.0427893682194384,0.0348990008347628,0.0095319594041169,0.1514199521519154,0.0257608008819196,0.0949317339705378,False,False,False,False,0
EARLY-STOP-A01,2,1599,1600,0.1494482844808603,0.0010185270344359,0.01386188463779,0.0406931696436733,0.0384307625370361,0.0102151755931714,0.1500379311459433,0.0278674022636168,0.1072162124684709,False,False,False,False,0
EARLY-STOP-A01,2,1649,1650,0.1494238600969279,0.0003563784714203,0.0138559647110005,0.0310827960719087,0.0412097614488154,0.0174255719182944,0.1513396084435171,0.0254736041783566,0.1060401481077315,False,False,False,False,0
EARLY-STOP-A01,2,1699,1700,0.1493016880567038,0.0082923628583178,0.0138627643801029,0.0201830792311657,0.0444925434491091,0.0223404747994869,0.1503584141981812,0.0267453231654771,0.1020879213690694,False,False,False,False,0
EARLY-STOP-A01,2,1749,1750,0.1492097559515678,0.0049180703933535,0.0064906139836762,0.0134251764196074,0.0479893644968027,0.0242482570249977,0.1487820525930487,0.0159333195869519,0.1017481003353713,False,False,False,False,0
EARLY-STOP-A01,2,1799,1800,0.1501832981605022,0.0101000964189465,0.010054034558832,0.0047458697813742,0.0542260555131315,0.023311769889808,0.1472560681085734,0.0137147701153948,0.0959695376160446,False,False,False,False,0
EARLY-STOP-A01,2,1849,1850,0.1482045689253359,0.0083220463844378,0.0132478072089675,0.0008861798859564,0.0540464164066673,0.0262226951127997,0.1474643657955873,0.012207684681349,0.0989196620019596,False,False,False,False,0
EARLY-STOP-A01,2,1899,1900,0.1485075897561222,0.0061320216209872,0.0132573090572125,0.0086645413466025,0.0475959688859653,0.0195078569078247,0.1411649305893282,0.0189356220194072,0.1022376869558123,False,False,False,False,0
EARLY-STOP-A01,2,1949,1950,0.1497565039378396,0.0030462876010021,0.0132573090572125,0.0189835195812612,0.0417191308995994,0.0153614151682874,0.1371996184357199,0.0176287139571968,0.0976013076037593,False,False,False,False,0
EARLY-STOP-A01,2,1999,2000,0.1503059109220736,0.0073464028106959,0.0140573855893639,0.0251043880167028,0.0388838775027146,0.0085425991506738,0.1322962513901648,0.0399357815132379,0.0996455478960096,False,False,False,False,0
EARLY-STOP-A01,2,2049,2050,0.1495804338363484,0.0040141902031573,0.0140399779082586,0.0314287159629989,0.0321325031940225,0.0105128527508521,0.1290363738498377,0.04010782108892,0.1039426439998836,False,False,False,False,0
EARLY-STOP-A01,2,2099,2100,0.1508345788606697,0.0177458087453344,0.0175722378593834,0.0342690000262435,0.0276716773916225,0.0073557885906171,0.1236531149226335,0.0350050847301912,0.1027927786527286,False,False,False,False,0
EARLY-STOP-A01,2,2149,2150,0.1491157855161661,0.0040953850307763,0.0155476241712803,0.0339115222463292,0.0244835966350333,0.0103696212061225,0.1251385322161375,0.027955224977442,0.1053423513932803,False,False,False,False,0
EARLY-STOP-A01,2,2199,2200,0.1493711345548052,0.0025733064868714,0.0114840043282612,0.0250626173767675,0.0266998341131656,0.0148888343857433,0.1221672217035193,0.0264233721365311,0.0996494127039762,False,False,False,False,0
EARLY-STOP-A01,2,2249,2250,0.1491259098083051,0.0078506634005918,0.0114988080092941,0.0232833949178876,0.0231023032124152,0.0204403345707893,0.1227044134830539,0.0195028708318601,0.1061592505288751,False,False,False,False,0
EARLY-STOP-A01,2,2299,2300,0.149086154929613,0.0033044355739484,0.0117148492025256,0.0274796777438793,0.0216005819758973,0.0145604957561873,0.1171483914286642,0.0286236984564691,0.100182101789107,False,False,False,False,0
EARLY-STOP-A01,2,2349,2350,0.1492256763442773,0.0106666689332463,0.0117205606553239,0.0265080412284475,0.0221856548703373,0.0120626864601553,0.1125432010013325,0.0289570568468156,0.1046700139954369,False,False,False,False,0
EARLY-STOP-A01,2,2399,2400,0.1494318600541293,0.0021196584712286,0.0023174344669954,0.018999488907697,0.0272836368835178,0.0122742010285351,0.1089992950354048,0.0261839389894241,0.1097130388547993,False,False,False,False,0
EARLY-STOP-A01,2,2449,2450,0.1495652786934882,0.0012997433490856,0.0032091686607941,0.020591748243113,0.0212313070775882,0.0170047705747852,0.110763593926926,0.0313236355129477,0.1069653023149429,False,False,False,False,0
EARLY-STOP-A01,2,2499,2500,0.1489670411358907,0.0010653324604599,0.0040102857525384,0.0253488525186866,0.0197367449304841,0.0128179885053613,0.1091887804225144,0.036282115007185,0.1076943451876659,False,False,False,False,0
EARLY-STOP-A01,2,2549,2550,0.1475239002355634,0.0104788717288143,0.0136862051311032,0.0305792918531166,0.0066333386987114,0.0186719326878275,0.1116088229389716,0.0199792988945123,0.1097815663757998,False,False,False,False,0
EARLY-STOP-A01,2,2599,2600,0.1487391554841979,0.0032603025966988,0.0136916721184549,0.0328115846959254,0.0056375763819171,0.0167846982443664,0.1117492029799594,0.0278339220362039,0.1038025785602975,False,False,False,False,0
EARLY-STOP-A01,2,2649,2650,0.1485503799211583,0.0058988768034592,0.013714047481046,0.023607010222437,0.0076860948734096,0.0221546593187341,0.1096752725894515,0.0259776142038991,0.1025490290925971,False,False,False,False,0
EARLY-STOP-A01,2,2699,2700,0.1478695722109565,0.0113375677653554,0.0137332681767041,0.0212371701553318,0.0105354204967164,0.0188521723675563,0.1066319173209074,0.0248515898994058,0.1106550172307192,False,False,False,False,0
EARLY-STOP-A01,2,2749,2750,0.1478062353756257,0.0077923663611343,0.0097371373954212,0.0216756464822599,0.0092405226981406,0.0194202880124132,0.1022558978981057,0.0191083784243861,0.0983627837041815,False,False,False,False,0
EARLY-STOP-A01,2,2799,2800,0.1473159762650344,0.0014094256604996,0.0096266193083567,0.0219563419149635,0.0061510212067286,0.0258679419187258,0.1015182421356375,0.0267717150691788,0.1049056489875779,False,False,False,False,0
EARLY-STOP-A01,2,2849,2850,0.1468712542194391,0.0125582349763793,0.0126347926805733,0.0185228997377502,0.010526319465449,0.0272475943266242,0.1004083820917221,0.0184953861009594,0.1043996021773213,False,False,False,False,0
EARLY-STOP-A01,2,2899,2900,0.1482652206188023,0.0019196134167229,0.0113578835916593,0.0376919132261231,0.0013735279103111,0.0181541233048485,0.0985090128273335,0.0239035628826165,0.1017012472131597,False,False,False,False,0
EARLY-STOP-A01,2,2949,2950,0.1486845281380981,0.0055113159181863,0.0122652842886241,0.0294599781777368,0.0064963636159625,0.0156956549384122,0.0946877918218519,0.0267112672158579,0.1070073990348924,False,False,False,False,0
EARLY-STOP-A01,2,2999,3000,0.1489256603662037,0.0075735978778786,0.0138777724442525,0.0200020172864897,0.0146787616733867,0.0187455636202096,0.0945197639861017,0.0251775718372327,0.1100377124582121,False,False,False,False,0
EARLY-STOP-A01,2,3049,3050,0.1487227520558974,0.0095493769686735,0.0138367259468298,0.017487201728457,0.0098403782501008,0.0227193093807134,0.0944692731759671,0.0174243405396503,0.1106368699511225,False,False,False,False,0
EARLY-STOP-A01,2,3099,3100,0.1489693679346795,0.0142853938736408,0.0141093635224514,0.0121979604547,0.0094283487125646,0.0299549209326034,0.0938892399980921,0.0293040553524557,0.1159063438286657,False,False,False,False,0
EARLY-STOP-A01,2,3149,3150,0.1488559014248305,0.0039839471695581,0.0047325122796333,0.0039450867106481,0.0145176581582537,0.0366344584385528,0.0960883692546628,0.0294785698745551,0.1103475570963631,False,False,False,False,0
EARLY-STOP-A01,2,3199,3200,0.1500938900736188,0.0094788741852929,0.0094657434600312,0.0124780334026815,0.0121781679678005,0.0303597012749704,0.0927191921026941,0.0233477317764672,0.1078690959168043,False,False,False,False,0
EARLY-STOP-A01,2,3249,3250,0.1505184305548373,0.0106950688331144,0.0120557802470353,0.0166471960953718,0.0058041357860703,0.0334539508309582,0.0920654107816934,0.0299207637064933,0.1080731399110503,False,False,False,False,0
EARLY-STOP-A01,2,3299,3300,0.1496597625235474,0.0063003841355616,0.0120261442424224,0.0064963239123996,0.0252621124150015,0.0214977176408632,0.0868359395012304,0.0396736483283872,0.1078062794773874,False,False,False,False,0
EARLY-STOP-A01,2,3349,3350,0.1487502425405777,0.0014709426316279,0.0118420330364052,0.0051919316292123,0.0300230211236444,0.012789672560271,0.0846387856177915,0.0310186340307014,0.105057509060854,False,False,False,False,0
EARLY-STOP-A01,2,3399,3400,0.1483093417442917,0.0036717367286563,0.0148004883986765,0.000612952739205,0.0338743240065241,0.0170268859634968,0.0795483893052047,0.0226153363534866,0.1195206754383047,False,False,False,False,0
EARLY-STOP-A01,2,3449,3450,0.1474269942402082,0.0177681838488065,0.0207193878366431,0.0016798465347739,0.0314454679873477,0.0196914351159479,0.0793161963138285,0.0292544546365875,0.1150490650898948,False,False,False,False,0
EARLY-STOP-A01,2,3499,3500,0.1486707850563063,0.0122752110271164,0.0207882834620501,0.001515728267121,0.0315117890481988,0.0159067251264908,0.0755060814392031,0.027257597628074,0.1239587778324944,False,False,False,False,0
EARLY-STOP-A01,2,3549,3550,0.1491726266905858,0.0032549552715277,0.0150141925161088,0.0039792090285873,0.0245634029424096,0.0174031540580325,0.0747365833968646,0.0273121377952034,0.1119548873182531,False,False,False,False,0
EARLY-STOP-A01,2,3599,3600,0.1493640358580842,0.0041263349022039,0.01302558621041,0.0094170429714192,0.0108072954022668,0.029825269652241,0.0771136132224808,0.0244743907178849,0.1065626935655762,False,False,False,False,0
EARLY-STOP-A01,2,3649,3650,0.1502243268551983,0.0129121004003124,0.0187839146656515,0.0156843449460386,0.0098399967469508,0.0216086845950404,0.076426451173454,0.0337048239480228,0.1212106764088967,False,False,False,False,0
EARLY-STOP-A01,2,3699,3700,0.1482860822279803,0.0058272095432699,0.0187839146656515,0.006226244565311,0.0197832199471353,0.0229318954804492,0.0774942069011383,0.0289597106691,0.1186150251689989,False,False,False,False,0
EARLY-STOP-A01,2,3749,3750,0.1499638856419519,0.0086977450556671,0.0129849688187087,0.0089732574141302,0.0136046596160993,0.0296338789043075,0.0773691894118576,0.0222247682059971,0.1173310704346433,False,False,False,False,0
EARLY-STOP-A01,2,3799,3800,0.1482603096173005,0.0061158477498532,0.0131576284207809,0.0153356620040563,0.0119744972376908,0.0237085197355049,0.0768128676129263,0.0198387231654555,0.1206739507677208,False,False,False,False,0
EARLY-STOP-A01,2,3849,3850,0.1493533547584053,7.151051869662656e-05,0.01314966787735,0.0102945451652551,0.0204518435834699,0.021176903003391,0.0739261774428341,0.0146521276282645,0.1182880191848798,False,False,False,False,0
EARLY-STOP-A01,2,3899,3900,0.1491387837039594,0.0072261475485607,0.0131595910566694,0.0191486028407501,0.0066986610249544,0.0219507957784386,0.0731096745562488,0.0146354369209021,0.1083954691558356,False,False,False,False,0
EARLY-STOP-A01,2,3949,3950,0.149483779580429,0.0080769370560839,0.0114145453439888,0.0273591047956481,0.0064010745884094,0.0296990404705571,0.0698709309667703,0.0058236132405775,0.1155169352317612,False,False,False,False,0
EARLY-STOP-A01,2,3999,4000,0.1488241521090723,0.0076000533595191,0.0114145453439888,0.0222992606151099,0.0013057240867113,0.0215798782777374,0.0664839046149551,0.0189467277844862,0.1152690639970202,False,False,False,False,0
EARLY-STOP-A01,3,1499,1500,0.134224286754159,0.0108187282698736,0.0138841947111396,0.0549493784205382,0.0303631774563424,0.0229011662436214,0.1516096319490079,0.0006960500287483,0.1110231533850933,False,False,False,False,0
EARLY-STOP-A01,3,1549,1550,0.1356470061081855,0.0082490229926236,0.0135471016185177,0.0430478093434016,0.0426550851337016,0.0182296296716631,0.1480645168167349,0.0150136165305214,0.1105342848526794,False,False,False,False,0
EARLY-STOP-A01,3,1599,1600,0.136054260099791,0.0146939811340111,0.0165691014448619,0.0356165884749691,0.046576452604072,0.0204830603899302,0.146552734067767,0.0166859682003998,0.1147936959095812,False,False,False,False,0
EARLY-STOP-A01,3,1649,1650,0.1343545874827694,0.0039457869308217,0.0165610764814775,0.0404855362039263,0.0392844785231386,0.0194773741263256,0.1449930189965085,0.0266330108525066,0.1088768167201181,False,False,False,False,0
EARLY-STOP-A01,3,1699,1700,0.133564180859252,0.0082604444944741,0.0185114492916842,0.0356517571855643,0.0394907440544146,0.021060716288622,0.1419951672397273,0.0323577156365569,0.1087942205323017,False,False,False,False,0
EARLY-STOP-A01,3,1749,1750,0.1341518007749105,0.000540036240843,0.0185426292191723,0.0411001215101209,0.0348088645248666,0.0169552896515497,0.1368211816262052,0.0331206397352543,0.1085942941568077,False,False,False,False,0
EARLY-STOP-A01,3,1799,1800,0.134173553576047,0.0108624036343521,0.018546132488912,0.0414759486142534,0.0237918386161119,0.0281061006295024,0.1384802658951716,0.0225718305289233,0.1127890072182158,False,False,False,False,0
EARLY-STOP-A01,3,1849,1850,0.1336981616997214,0.0173173438181316,0.0185601487161897,0.0345901973653244,0.0245869256094449,0.0318901778784627,0.136460382776117,0.0258168390680597,0.1095041123179226,False,False,False,False,0
EARLY-STOP-A01,3,1899,1900,0.1324739164341874,0.0139978178923231,0.0140427202692635,0.0259748546939718,0.0313402079250942,0.0308242798969404,0.1317882620081072,0.026792580372681,0.1120014447112291,False,False,False,False,0
EARLY-STOP-A01,3,1949,1950,0.1337971153566951,0.0017439892637729,0.0127077917828143,0.0221484367515474,0.0283071042648363,0.0354195987487268,0.1331540897983541,0.0237269878059386,0.1190622874560071,False,False,False,False,0
EARLY-STOP-A01,3,1999,2000,0.1337515399561723,0.0029836410426557,0.0127052564691237,0.0151830145464063,0.0318478930716978,0.0358573242981035,0.1313914298341431,0.0244892948723851,0.1144887338120355,False,False,False,False,0
EARLY-STOP-A01,3,2049,2050,0.1342422560446207,0.0005120418051294,0.0132188263728361,0.0142736113407743,0.0336758810310596,0.0309599482480983,0.1274310799479696,0.0127822006119193,0.1171653306250139,False,False,False,False,0
EARLY-STOP-A01,3,2099,2100,0.1339962207739907,0.0022293431000096,0.0132188263728361,0.016971322132048,0.0331421022452314,0.0239506919012536,0.1237723285965693,0.0155843039686883,0.1154253281985809,False,False,False,False,0
EARLY-STOP-A01,3,2149,2150,0.1338539609573128,0.0104174811183375,0.0132137679757258,0.0186794213235387,0.0313544442991563,0.0223701377969285,0.1254259468646647,0.0208141342013962,0.1126094398817597,False,False,False,False,0
EARLY-STOP-A01,3,2199,2200,0.1318126748203817,0.0148317139052143,0.0181548399333813,0.0213619281757769,0.0279592887632827,0.022617027816439,0.1229218172361364,0.0242995909510763,0.1160412534281766,False,False,False,False,0
EARLY-STOP-A01,3,2249,2250,0.1333821434086061,0.0027618115476446,0.0181579318507693,0.0173093469054318,0.0300016505100184,0.02605432315558,0.1220063536001528,0.0164336779284465,0.1262997966803714,False,False,False,False,0
EARLY-STOP-A01,3,2299,2300,0.1333713431830396,0.0064876208672451,0.0181830312936479,0.0286490816429669,0.0158280862409505,0.0300993222413099,0.1215522256318731,0.0343744022328343,0.1134283907742073,False,False,False,False,0
EARLY-STOP-A01,3,2349,2350,0.1351472356100989,0.0085899052186672,0.0249559152767118,0.0279152699076036,0.0155500706221583,0.031357399272354,0.1207902225718975,0.0190303687131609,0.1223965275252678,False,False,False,False,0
