fold,validation_origin,validation_target_year,temporal_lengthscale_steps,temporal_lengthscale_years,spatial_lengthscale_x_km,spatial_lengthscale_y_km,kernel_variance,mean_latent_variance,median_latent_variance,natural_gradient_gamma,minimum_natural_gradient_gamma,minimum_site_precision_eigenvalue
1,2010,2011,3.091208176723397,3.091208176723397,3.7043316403669317,3.75661171335076,0.5995791008590317,0.12336534242412953,0.11776501362005919,0.01,0.01,2.5825278974563934
2,2015,2016,3.085723152233729,3.085723152233729,3.649443883487671,3.625981063568379,0.6202793330190488,0.12833155591010645,0.12277116963677685,0.01,0.01,1.74478415227728
3,2018,2019,3.0284456255439083,3.0284456255439083,3.654943940367897,3.614134470407074,0.6537302774652641,0.15283754294501162,0.14254030481477603,0.01,0.01,3.922488635930061
