model,fold,marginal_empirical_coverage,marginal_positive_class_coverage,marginal_negative_class_coverage,marginal_average_set_size,marginal_singleton_rate,marginal_both_labels_rate,marginal_empty_set_rate,mondrian_empirical_coverage,mondrian_positive_class_coverage,mondrian_negative_class_coverage,mondrian_average_set_size,mondrian_singleton_rate,mondrian_both_labels_rate,mondrian_empty_set_rate
st_svgp_annual,2,0.7314366209207521,0.0001738676866904,0.8337651910514214,0.8069707382664931,0.8069707382664931,0.0,0.1930292617335069,0.7686807675068832,0.39850473789446234,0.8204810043429072,0.9951230444155124,0.9951230444155124,0.0,0.004876955584487653
st_svgp_annual,3,0.9149541101356744,0.0013885031935573,0.9579062814168766,0.9531374700718276,0.9531374700718276,0.0,0.0468625299281723,0.9246059457302475,0.6959178006109414,0.9353579402279641,1.2612480047885075,0.7387519952114924,0.26124800478850757,0.0
