model,folds,mean_log_loss,std_log_loss,worst_log_loss,mean_brier_score,std_brier_score,worst_brier_score,mean_pr_auc,std_pr_auc,worst_pr_auc,mean_roc_auc,std_roc_auc,worst_roc_auc,mean_ece,std_ece,worst_ece,mean_calibration_intercept,mean_calibration_slope,mean_probability_bias,mean_absolute_probability_bias,coverage_folds,mean_empirical_coverage,worst_fold_empirical_coverage,mean_absolute_coverage_gap,mean_average_set_size,mean_singleton_rate,mean_both_labels_rate,mean_empty_set_rate,mean_positive_class_coverage,worst_positive_class_coverage,mean_negative_class_coverage,worst_negative_class_coverage
st_svgp_annual,3,0.24945029381579586,0.15620123831402882,0.42667349019995776,0.06188147735813016,0.04050701726905355,0.10810696841736517,0.15215375860210048,0.06866700570440404,0.11143036115085742,0.7723061761778826,0.09741580912004787,0.6832828425297992,0.0582664583203036,0.024809505781841344,0.08043156483924369,-1.4482676963674308,0.5889688965057022,0.015029281266873647,0.03859176195928879,2,0.8231953655282133,0.7314366209207521,0.09175874460746114,0.8800541041691603,0.8800541041691603,0.0,0.11994589583083966,0.0007811854401238869,0.00017386768669042858,0.895835736234149,0.8337651910514214
