fold,y_true,low_error_upper,high_error_lower
1,0,0.08450734781411999,0.3798109576219513
1,1,0.42154272298188566,0.8285412313744934
2,0,0.04247421580533986,0.2490011568708577
2,1,0.8141104367151641,1.7951868384512533
3,0,0.043337577107968955,0.20670638518397785
3,1,0.8792996160247426,1.6263127031237763
