fold,validation_origin,validation_target_year,temporal_lengthscale_steps,temporal_lengthscale_years,spatial_lengthscale_x_km,spatial_lengthscale_y_km,kernel_variance,mean_latent_variance,median_latent_variance,natural_gradient_gamma,minimum_natural_gradient_gamma,minimum_site_precision_eigenvalue
1,2010,2011,2.2317189172284175,2.2317189172284175,4.120212829625614,4.184321697144557,0.5848829042032468,0.18462801996771072,0.18099813970800752,0.01,0.01,2.306681130634719
2,2015,2016,2.1978923798198178,2.1978923798198178,4.149352838445437,3.8985282574988296,0.6187428554599745,0.2020916675244473,0.1978935847586039,0.01,0.01,2.7679162860807174
3,2018,2019,2.1672547729051095,2.1672547729051095,4.0816835309572275,3.9481404994438685,0.6704846908122926,0.22878844984933533,0.2208722540463092,0.01,0.01,2.5915716072730226
