model,folds,mean_log_loss,std_log_loss,worst_log_loss,mean_brier_score,std_brier_score,worst_brier_score,mean_pr_auc,std_pr_auc,worst_pr_auc,mean_roc_auc,std_roc_auc,worst_roc_auc,mean_ece,std_ece,worst_ece,mean_calibration_intercept,mean_calibration_slope,mean_probability_bias,mean_absolute_probability_bias,coverage_folds,mean_empirical_coverage,worst_fold_empirical_coverage,mean_absolute_coverage_gap,mean_average_set_size,mean_singleton_rate,mean_both_labels_rate,mean_empty_set_rate,mean_positive_class_coverage,worst_positive_class_coverage,mean_negative_class_coverage,worst_negative_class_coverage
st_svgp_annual_convergence_1500,3,0.23553576468507842,0.12582843140396946,0.38077854856621385,0.06346085384976473,0.037576734848614915,0.10678749930336366,0.16879470814621153,0.05820550029099342,0.13134280016334576,0.7993388053265514,0.08821199253121133,0.7136965835894253,0.06114221288390276,0.04329989379386544,0.10735735327466146,-1.3337106901430877,0.8200189156339895,0.03926040880255401,0.045936103532138194,2,0.8266775901688849,0.7410197852858942,0.08565780488299068,0.88254879230129,0.88254879230129,0.0,0.11745120769871005,0.0036366761162458785,0.0006085369034165,0.8997724577619566,0.8446285415374135
