model,fold,log_loss,brier_score,pr_auc,roc_auc,ece,calibration_intercept,calibration_slope,probability_bias,absolute_probability_bias
st_svgp_annual_convergence_1500,1,0.159568562315512,0.03976963882140878,0.13134280016334576,0.8899135864024732,0.10735735327466146,-2.1133629241282104,1.3291105208552119,0.10735735327466145,0.10735735327466145
st_svgp_annual_convergence_1500,2,0.38077854856621385,0.10678749930336366,0.23585177225790807,0.7136965835894253,0.05455739674336771,-0.8743113553214394,0.408611689624224,-0.010013542094376271,0.010013542094376271
st_svgp_annual_convergence_1500,3,0.1662601831735095,0.043825423424521746,0.13918955201738076,0.7944062459877559,0.021511888633679116,-1.0134577909796136,0.7223345364225324,0.020437415227376847,0.020437415227376847
