fold,iteration,elbo_stochastic,natural_gradient_gamma,minimum_site_precision_eigenvalue,gradient_global_norm,spatial_lengthscale_x_km,spatial_lengthscale_y_km,temporal_lengthscale_steps,temporal_lengthscale_trainable,kernel_variance,linear_intercept,elapsed_seconds
1,850,-171367.82986105923,0.01,1.2934234559728712,60954.465432979494,3.534833917943473,3.5948600955719994,3.4369605973033575,True,0.6125188489413101,-0.24480268401081395,516.4936805001926
1,900,-195164.00434487406,0.01,1.4512109629217202,43644.98932050058,3.600447823694307,3.644512556669123,3.3165674345228577,True,0.6079651332170593,-0.25957769782319745,547.1138517500367
1,950,-223353.88258724462,0.01,2.2099522952480934,45955.506570403595,3.660704537284486,3.689844718639811,3.200028801470209,True,0.6039354783654997,-0.2601006063474374,577.3250575421844
1,1000,-228148.9358515466,0.01,2.6095238114458223,54427.68641142358,3.7053605573074315,3.757738552032063,3.0888539654208005,True,0.5994999239431039,-0.2596800078819852,608.2793956671376
1,1050,-187540.31495949542,0.01,2.1963668341799982,47269.26309989996,3.764838648206664,3.791316487103989,2.9818131934846854,True,0.5962795094928188,-0.2648733248722244,640.9080341251101
1,1100,-233827.6533724311,0.01,2.0323385865868486,53974.37681530777,3.81992432769223,3.8440209420785343,2.87457002129341,True,0.5929382425710544,-0.26757264016975063,673.445171542
1,1150,-225445.9777956201,0.01,1.5909580675526522,52754.85269442335,3.8646964399337507,3.8812621384277,2.77559598066854,True,0.5915260125179077,-0.27811014862275163,702.8391219170298
1,1200,-186089.45558560913,0.01,1.2514131741123975,65827.2703303039,3.92863340652293,3.9216866886274677,2.6940629130417015,True,0.5879964074780989,-0.2785373162938854,732.562720166985
1,1250,-213068.58407118588,0.01,1.011543545351885,56248.88677780054,3.973583291163415,3.9697274148058033,2.6061794764228243,True,0.5865142683227453,-0.27646941976875694,762.7545879581012
1,1300,-192934.4956903801,0.01,1.4001448248175694,68399.4767879869,4.000620049296784,4.016865007006099,2.524247481256257,True,0.585656071776599,-0.2897091663201941,792.7001881671604
1,1350,-209619.79566042553,0.01,1.3625659904992387,45237.080902676025,4.009802897170148,4.078013882869639,2.4461675955508726,True,0.5857391106590492,-0.2974283808792321,821.7011490832083
1,1400,-191002.97242663737,0.01,1.5175669883804415,39968.10565835613,4.024235591199165,4.1307470701048095,2.3633000026403557,True,0.5868193675848388,-0.3021236389773153,852.9328789170831
1,1450,-188564.74092019474,0.01,2.2830618212369735,47989.01175388506,4.067600546631006,4.1699360054222865,2.2881422536821914,True,0.5865251664606971,-0.30297428559048795,882.327632333152
1,1499,-208518.08506712486,0.01,2.306681130634719,72764.25870206137,4.120212829625614,4.184321697144557,2.2317189172284175,True,0.5848829042032468,-0.30256826548298615,911.1823129581753
2,0,-310678.8540401009,0.01,0.0009900000472447545,278438.43310589355,2.00200098336538,2.002000983704532,7.492503813605355,True,0.9990005113919599,-0.0009999929045357578,0.8612672078888863
2,50,-262857.27756740525,0.01,2.8379177643878006,144162.17320020506,2.1042200708517536,2.1031647002694474,7.149646505161147,True,0.9488422972843548,-0.036806658748459356,45.44714054185897
2,100,-258728.78290122966,0.01,3.280950531268835,134732.41906032574,2.208763377693548,2.2104549764533328,6.8423849007149595,True,0.9009392081886305,-0.06623388574654301,92.16127399983816
2,150,-256620.56716063723,0.01,7.442999419478058,71445.02243849203,2.3137104481581092,2.3166819462925274,6.5113384136655466,True,0.8602117145441799,-0.09286617281056381,138.98134099994786
2,200,-298033.20864860906,0.01,9.098533170061167,114028.55475842739,2.424920742904611,2.4245847706080985,6.177276945746822,True,0.8224114955993753,-0.11681812546185717,187.01949579198845
2,250,-270787.73803849105,0.01,9.17292956842472,62757.195375219955,2.5287582369468313,2.5182845019063693,5.872201243489674,True,0.7923730524083915,-0.13243919201973084,235.12710225000046
2,300,-267774.98690252233,0.01,10.319739841339931,96209.04716824283,2.6287183947725046,2.6131479232383343,5.59502045501117,True,0.7654427517815519,-0.1488293099614126,282.8164818328805
2,350,-212057.75412462692,0.01,10.12251411828559,54960.1249751785,2.7192058342206087,2.706401114616147,5.326552384994413,True,0.7419814792388258,-0.16912161598777303,326.3196304170415
2,400,-237076.2687137442,0.01,8.877265968660211,67715.74161227945,2.804377090984178,2.8007324188021414,5.093253627617716,True,0.7212210933122837,-0.18692659400444575,371.0024068749044
2,450,-219955.2865116598,0.01,7.317583423738973,73598.1980077291,2.8870216619930504,2.89459037569811,4.864351394443271,True,0.7034577803390851,-0.19390457673810038,416.11550754192285
2,500,-221942.91928234958,0.01,6.31067024573693,53102.94142738046,2.9723568007643992,2.9769521955668816,4.6484510129084295,True,0.6891450611557419,-0.20080908091082328,461.6587983749341
2,550,-245672.76839887362,0.01,5.802693389863793,61821.47891842277,3.048410364061796,3.066627156031009,4.464332553231199,True,0.6747634305552643,-0.21725206281249376,507.06868741684593
2,600,-235186.94875847414,0.01,5.211047353690043,104369.01076146042,3.1373564585723877,3.1340334130272622,4.277562540501148,True,0.6631263008841728,-0.22914929410819163,554.6880769999698
2,650,-219286.62670463216,0.01,4.053396687949923,81247.079013794,3.2268553419259747,3.204397354313332,4.080613658447497,True,0.6529913461562886,-0.2423097371977216,604.9168466250412
2,700,-240836.12582667617,0.01,3.3650736812973663,66620.98148088997,3.301238542236212,3.2683644694504537,3.893084348062791,True,0.6470696806549675,-0.2486868072305148,653.3983103749342
2,750,-243032.95791824834,0.01,2.5820050330793047,54703.662711695426,3.367814947962767,3.3335095213532338,3.735360476361798,True,0.641017743433353,-0.2585385450595509,701.6270067919977
2,800,-209373.6340631627,0.01,2.300358627697456,93852.82482959489,3.439552015654866,3.3923146240770654,3.5742518630717726,True,0.6354356226582215,-0.25616732081182464,752.4776131249964
2,850,-258206.62424756758,0.01,1.9179191641046323,34583.92255704694,3.509616135351452,3.44570349289474,3.4331521144577013,True,0.6309175436904054,-0.2614883826223527,800.9693975830451
2,900,-250029.44530767764,0.01,1.6146550052244073,81411.69914127029,3.5545537538995546,3.5106289855274326,3.2957375866872676,True,0.6281217041858534,-0.27023021570908456,848.9442975418642
2,950,-254146.02476908837,0.01,1.5324996618478666,149742.18541070056,3.6040459577653445,3.5616320799745664,3.193764136596164,True,0.6239831821683957,-0.281899626432543,899.214065667009
2,1000,-255233.87160784233,0.01,1.7921167761207242,70806.06720871279,3.6504555879423917,3.627478773206064,3.083423302666722,True,0.6201872486428407,-0.2900469747369244,949.483498458052
2,1050,-239427.87844316068,0.01,4.697967898226567,42579.862878763604,3.711679373560335,3.6643689100647916,2.974838377145066,True,0.6175455692891287,-0.2937762378570791,995.5778260419611
2,1100,-244706.49220009445,0.01,4.147451591534828,36577.232525427564,3.7709631073918444,3.700428907318473,2.8671831481450067,True,0.6147894746669988,-0.3021597238377708,1037.9029568328988
2,1150,-243275.85542896745,0.01,4.394841859243092,56470.47188722254,3.8205788221598778,3.7494112941160234,2.767556269528869,True,0.6132061159173974,-0.30585851182339646,1084.627157083014
2,1200,-235424.11264830586,0.01,3.6890644133337482,98306.74014408348,3.9048842405219304,3.761402636300864,2.6854335486811594,True,0.6113755718075818,-0.31566616090835475,1129.0154899999034
2,1250,-243589.2094979431,0.01,3.1799135745442237,87782.37903472758,3.955638845639556,3.7884216667451462,2.593428471371419,True,0.6118016022282893,-0.32784544928980286,1175.0565470419824
2,1300,-210562.203646104,0.01,3.49410821757266,80152.61319959768,4.00277410380518,3.800827890058132,2.5049164147228002,True,0.613792524716383,-0.3303612369367499,1221.2580171669833
2,1350,-280618.5972323583,0.01,3.159814907830263,113575.83653140182,4.047388322689203,3.816059376660057,2.4240623301457913,True,0.615613721583939,-0.3282490271857094,1270.0022809999064
2,1400,-219272.15492998305,0.01,2.774658938952556,66190.16854308039,4.083356270608347,3.8511520994327104,2.3503507559544277,True,0.6150587038174077,-0.34248230195703516,1319.9302097919863
2,1450,-250921.65992766633,0.01,2.642000785371563,73181.25531227032,4.130885382936554,3.8716343306342402,2.272090943269776,True,0.6156768677200841,-0.35146464757135054,1364.9788462079596
2,1499,-248405.09702039475,0.01,2.7679162860807174,59336.79691123576,4.149352838445437,3.8985282574988296,2.1978923798198178,True,0.6187428554599745,-0.3551782513402989,1407.2553399170283
3,0,-383743.14406224806,0.01,0.0009900000472417379,298580.3464046069,2.0020009836609014,2.0020009837870845,7.492503809434663,True,0.9990005131614966,-0.0009999929084168568,1.286218750057742
3,50,-373594.5056736755,0.01,2.366445467273319,155346.6221843631,2.1025816539996653,2.1029825703451386,7.1472915302682765,True,0.9490930353883476,-0.035880258057991714,51.95499479211867
3,100,-288599.69471303176,0.01,2.9438479419722907,102879.32539812778,2.205793675203746,2.2093308214726193,6.833647336362714,True,0.9016229842425716,-0.06788325744239472,102.5395524171181
3,150,-323488.71713237255,0.01,4.535287125089803,104063.31356992928,2.3118962650267063,2.3181488423925245,6.500735120283738,True,0.8593475299518518,-0.09762083235982379,153.33409383310936
3,200,-327427.3447964513,0.01,4.663482011291488,74071.49382234171,2.4196752817433773,2.4268274991943852,6.18277538032354,True,0.8218453433824189,-0.11986627823971613,203.78049312508665
3,250,-271639.49266812333,0.01,7.945977513852548,102121.46417718114,2.523806143467967,2.5321309166328403,5.875757017461706,True,0.7908738012922745,-0.14031245340693452,254.56721120793372
3,300,-318413.5988536278,0.01,7.3443737571189205,84881.50432824033,2.633688023158383,2.632591332476366,5.563726744859669,True,0.7650362024773402,-0.15470333132449973,305.12504224991426
3,350,-287718.2761754656,0.01,8.843174297891757,44126.75994875289,2.737023940382537,2.735709565435105,5.283823884942738,True,0.7418043911724655,-0.17072963879228154,356.14146095793694
3,400,-255636.4026446905,0.01,6.87759414099595,62417.769815740765,2.8458693498662884,2.8296304036020983,5.013732278780531,True,0.7219883472257183,-0.1888141247633582,406.2861183329951
3,450,-309283.6447813938,0.01,4.8129911547994855,63996.8816514848,2.92504606969458,2.92064845058819,4.7815787536483985,True,0.7077643369200844,-0.20136419001844008,457.78623262490146
3,500,-285504.9970133534,0.01,3.577843870056738,112727.207626221,3.0019385916720704,2.9941994362009274,4.57331771244585,True,0.6969964902885326,-0.20771532476272808,508.20946549996734
3,550,-279934.5862038978,0.01,3.5976517493391174,71723.28096664755,3.078979271284717,3.067569243928308,4.3800348402854485,True,0.6872868081051631,-0.21920181528920582,558.3101362499874
3,600,-269774.42289289756,0.01,5.28320227495731,57791.08856374091,3.155609173752817,3.14519010364282,4.1878980031278275,True,0.6786454626094212,-0.2259890100285547,608.4667565829586
3,650,-298188.7394020659,0.01,5.279871798296042,61133.41454597702,3.237478249997107,3.20756872259215,4.020127474790186,True,0.6700983549570202,-0.24752199016824203,658.7773080829065
3,700,-325286.91243185755,0.01,5.577459618793876,109895.98303132005,3.295752783315837,3.2776810630822,3.8510851822066146,True,0.6657742127186151,-0.25451427347681604,708.7934474169742
3,750,-315795.0073201539,0.01,4.462893208378119,67458.92756449149,3.3584113908374347,3.340894299914629,3.6909073267003305,True,0.6610607835348759,-0.25603645402100905,759.4881822499447
3,800,-287915.09678724274,0.01,4.267424979793671,74359.43638256776,3.429779917044087,3.3997823794646824,3.5245017112933343,True,0.6584084413606048,-0.2684247863932412,809.9490506669972
3,850,-254852.86213270036,0.01,4.736882707775462,36789.851307879195,3.488611567256768,3.461847220750446,3.3963950658728623,True,0.6547009342916243,-0.2760753054219872,860.4054692920763
3,900,-276303.2668125539,0.01,4.671635412770292,73398.26166010389,3.5406099691176385,3.530374301893735,3.267075488674169,True,0.6534196303038596,-0.2834825759542771,911.0663670001086
3,950,-232675.55624347558,0.01,4.311999428335261,156409.506157043,3.604425624024597,3.562683929438167,3.1442414320331613,True,0.6537587799864634,-0.2940638927938473,961.5765707499813
3,1000,-220657.1984936597,0.01,3.888949325183658,43013.17615368659,3.6563568360837784,3.6151322576735696,3.026543496247882,True,0.6536297407107181,-0.3032586797502577,1011.4724840419367
3,1050,-293887.3483446073,0.01,3.495422980438875,119235.4294390325,3.715638159900718,3.649258964609263,2.9317968037955673,True,0.6517761622765347,-0.3093431017190725,1061.6415010830387
3,1100,-281377.42117991,0.01,2.750270156617818,57035.04208780272,3.7551490520725728,3.702417998250225,2.833244519168674,True,0.6509575368061244,-0.31787417900685394,1112.346020166995
3,1150,-260068.2488591513,0.01,2.2950731224695153,36071.6033182245,3.78474330423669,3.7557034476105855,2.7310643025428796,True,0.651754546031511,-0.328965693440004,1162.9593225419521
3,1200,-253336.49028599306,0.01,2.195920704950564,105567.92793484394,3.8255701461280616,3.798209243945345,2.6435826705801206,True,0.6515708840511724,-0.3374656373806151,1213.473348957952
3,1250,-290050.73344943277,0.01,1.713090880128147,73568.86746747965,3.8686739680745696,3.8317773113201268,2.553264755280381,True,0.6548114660257129,-0.34289253656372254,1263.2765514999628
3,1300,-201687.02492223663,0.01,1.3034804065290082,88791.81947592876,3.934603500198956,3.8383552207204583,2.4707529525721177,True,0.6567682175372885,-0.3401058523050058,1313.029190958012
3,1350,-250145.75929862773,0.01,1.0634754338050372,81343.90056753017,3.99359648364911,3.8515330931604224,2.3916705729506504,True,0.6582504803853493,-0.3549504838893854,1363.6958453750703
3,1400,-234960.81765406323,0.01,1.038458803330025,148550.54826135797,4.025856028998299,3.8803330389842743,2.3151562001543207,True,0.6623603732267399,-0.36250572564807826,1414.3514832081273
3,1450,-262002.1532182665,0.01,2.6092939681687053,78803.24144975765,4.071372054361575,3.9099954903812617,2.2406022410480584,True,0.664726992183045,-0.3653308712598786,1465.7218935419805
3,1499,-271441.1664108506,0.01,2.5915716072730226,50776.93509903481,4.0816835309572275,3.9481404994438685,2.1672547729051095,True,0.6704846908122926,-0.36711577583117594,1514.8092327921186
