fold,validation_origin,validation_target_year,temporal_lengthscale_steps,temporal_lengthscale_years,spatial_lengthscale_x_km,spatial_lengthscale_y_km,kernel_variance,mean_latent_variance,median_latent_variance,natural_gradient_gamma,minimum_natural_gradient_gamma,minimum_site_precision_eigenvalue
1,2010,2011,3.6770909062670016,3.6770909062670016,3.438502520832598,3.4384373141776736,0.6298402362677605,0.10518719560631298,0.09899924353920082,0.01,0.01,2.171032011167128
2,2015,2016,3.69579711886398,3.69579711886398,3.4129764764673842,3.341834945188456,0.6436630623457312,0.10977924188173799,0.10304107909037218,0.01,0.01,2.4148825240653036
3,2018,2019,3.669591339133306,3.669591339133306,3.3949399178438284,3.332797128199716,0.6639980714275778,0.12302099467909677,0.11214308841873113,0.01,0.01,2.323699018150068
