fold,validation_origin,validation_target_year,temporal_lengthscale_steps,temporal_lengthscale_years,spatial_lengthscale_x_km,spatial_lengthscale_y_km,kernel_variance,mean_latent_variance,median_latent_variance,natural_gradient_gamma,minimum_natural_gradient_gamma,minimum_site_precision_eigenvalue
1,2010,2011,2.0794432990371905,2.0794432990371905,4.034868945364443,4.051412858734016,0.6794102017279586,0.2366754028919004,0.232250510682231,0.03,0.03,3.2941014666162194
2,2015,2016,2.030554601854979,2.030554601854979,4.052199558280851,3.7836384739032085,0.7725638174371129,0.2815926662531452,0.2750429536355994,0.03,0.03,0.8685601666397181
3,2018,2019,2.0187527168567834,2.0187527168567834,3.99226194258461,3.886273424663428,0.8690573069480524,0.3201252009496383,0.31275199299047524,0.03,0.03,1.5661551056326457
