fold,initial_mean_displacement_m,final_mean_displacement_m,final_max_displacement_m,final_min_pairwise_distance_m,late_mean_displacement_change_m,late_max_displacement_change_m,final_spatial_lengthscale_mean_km,fold_runtime_seconds
1,0.0,194.657656694463,490.5731437236139,1499.6104348658102,17.88804912041715,34.3278521437195,4.074582604211285,984.6652746249456
2,0.0,161.43261685049904,397.23839462499194,1494.8978951767397,11.978005448012908,19.878099160198644,3.9601257177030957,1416.5823663340416
3,0.0,167.94451547661168,445.41728089706993,1438.8237752715404,15.351806951668522,56.53755762712518,3.9552618441801615,1748.3983906251378
