fold,validation_origin,validation_target_year,temporal_lengthscale_steps,temporal_lengthscale_years,spatial_lengthscale_x_km,spatial_lengthscale_y_km,kernel_variance,mean_latent_variance,median_latent_variance,natural_gradient_gamma,minimum_natural_gradient_gamma,minimum_site_precision_eigenvalue
1,2010,2011,2.2284796097250252,2.2284796097250252,4.119838924577199,4.184078140031015,0.5845826902086505,0.18492156456129288,0.1812965547094041,0.01,0.01,2.3068769839955823
2,2015,2016,2.195862499384019,2.195862499384019,4.1490498120504204,3.8983549570671454,0.6185331841435737,0.2022884359484774,0.1980934328200642,0.01,0.01,2.769467351040214
3,2018,2019,2.1661151552586086,2.1661151552586086,4.081449277785956,3.948070124694834,0.6703179016184387,0.2288959022059327,0.220983842266401,0.01,0.01,2.590433737480713
