feature,coefficient_standardised
ndbi_t,0.47423131854589873
savi_t,0.0009553410735586513
distance_to_built_m_t,-0.18452738143229602
built_fraction_11x11_t,0.0124314005610339
recent_local_growth_5y_t,0.0676415183171423
elevation_m,0.1446564786732469
slope_degrees,-0.03352524801245215
log_population_density_t,0.35279653242532544
