fold,validation_origin,validation_target_year,temporal_lengthscale_steps,temporal_lengthscale_years,spatial_lengthscale_x_km,spatial_lengthscale_y_km,kernel_variance,mean_latent_variance,median_latent_variance,natural_gradient_gamma,minimum_natural_gradient_gamma,minimum_site_precision_eigenvalue
1,2010,2011,2.232847107745252,2.232847107745252,4.116194479595778,4.177571011722713,0.5850211456822949,0.18464710996524122,0.18098934544163087,0.01,0.01,2.283948748960714
2,2015,2016,2.193995821638323,2.193995821638323,4.137894342592689,3.89113409823512,0.6190215066900459,0.20296145928064893,0.198690766938024,0.01,0.01,2.7381721246343025
3,2018,2019,2.1641663306737593,2.1641663306737593,4.068272776440263,3.9497500131986665,0.6712824158622536,0.2297820818142389,0.2216837869043699,0.01,0.01,2.568217083825166
