fold,validation_origin,validation_target_year,temporal_lengthscale_steps,temporal_lengthscale_years,spatial_lengthscale_x_km,spatial_lengthscale_y_km,kernel_variance,mean_latent_variance,median_latent_variance,natural_gradient_gamma,minimum_natural_gradient_gamma,minimum_site_precision_eigenvalue
1,2010,2011,1.0561101881689274,1.0561101881689274,4.62153658461361,4.977376335219596,0.6159628515284552,0.4511418363438761,0.4501186252877751,0.01,0.01,1.5405616374682913
2,2015,2016,1.0345621699363463,1.0345621699363463,4.745412482651866,4.559606883492306,0.6967874556045841,0.5189918720150865,0.5178232139287084,0.01,0.01,1.9519827327729167
3,2018,2019,1.0254025028260183,1.0254025028260183,4.703963098882976,4.616363322890617,0.7863007351233805,0.5940553438397775,0.5896197415975248,0.01,0.01,2.0223968786350417
