model,fold,marginal_empirical_coverage,marginal_positive_class_coverage,marginal_negative_class_coverage,marginal_average_set_size,marginal_singleton_rate,marginal_both_labels_rate,marginal_empty_set_rate,mondrian_empirical_coverage,mondrian_positive_class_coverage,mondrian_negative_class_coverage,mondrian_average_set_size,mondrian_singleton_rate,mondrian_both_labels_rate,mondrian_empty_set_rate
st_svgp_annual_convergence_3000,2,0.7896612810278958,0.0278188298704685,0.8962689926158413,0.8718972104240924,0.8718972104240924,0.0,0.1281027895759076,0.8215055599427998,0.3302616708684691,0.8902473145748938,0.9715706571617613,0.9715706571617613,0.0,0.028429342838238746
st_svgp_annual_convergence_3000,3,0.9001895450917797,0.0211052485420716,0.941520544189265,0.9334596967278532,0.9334596967278532,0.0,0.0665403032721468,0.9043296089385475,0.8486531519022493,0.9069472914572209,1.2324546089385475,0.7675453910614525,0.2324546089385475,0.0
