fold,iteration,elbo_stochastic,regularization_spatial_log_lengthscale,regularization_kernel_log_variance,regularization_total,natural_gradient_gamma,minimum_site_precision_eigenvalue,gradient_global_norm,spatial_lengthscale_x_km,spatial_lengthscale_y_km,temporal_lengthscale_steps,temporal_lengthscale_trainable,kernel_variance,linear_intercept,inducing_mean_displacement_m,inducing_max_displacement_m,inducing_min_pairwise_distance_m,elapsed_seconds,temporal_trend_coefficient,completed_iterations,diagnostic_loss_fixed,site_relative_change_since_checkpoint,diagnostic_elbo_endpoint_relative_change,diagnostic_elbo_relative_range,spatial_lengthscale_x_relative_change_window,spatial_lengthscale_y_relative_change_window,kernel_variance_relative_change_window,temporal_lengthscale_relative_change_window,temporal_trend_absolute_change_window,early_stop_elbo_plateau_pass,early_stop_parameter_stability_pass,early_stop_site_stability_pass,early_stop_convergence_gate_pass,early_stop_eligible,early_stop_consecutive_passes,convergence_gate_result
1,2249,-220826.96637483843,0.0,0.0,0.0,0.01,1.5136999569261065,48517.45337081107,4.380618246947886,4.642672443986419,1.4693147944951257,True,0.5979862673677341,-0.2972221010368812,0.0,0.0,1546.5185938841307,1479.4787842498629,-0.3482332286438478,2250,0.1686603642169157,0.0835450028215031,0.0068138533775272,0.0074033371562419,0.0005194129666194,0.0426736058472387,0.0110825866867495,0.1242507309514708,0.0129990919247187,False,False,False,False,True,0,FAIL
1,2299,-219465.0796646207,0.0,0.0,0.0,0.01,1.7467471472809113,37827.62283659996,4.410246644793809,4.659558473342129,1.4353207306528135,True,0.5983155634870312,-0.3016150073836259,0.0,0.0,1546.5185938841307,1512.3417536669876,-0.3511607155664386,2300,0.1675068312877927,0.084546693207973,0.000532795760909,0.0074033371562419,0.0066432662632218,0.0366140356677711,0.0112324545365577,0.123298085826233,0.0111668191068658,False,False,False,False,True,0,FAIL
1,2349,-193588.8470460335,0.0,0.0,0.0,0.01,1.9751814456291177,56746.72384013425,4.4680243267697275,4.635900270088609,1.4030139411006128,True,0.5995900078180247,-0.3028758259740716,0.0,0.0,1546.5185938841307,1545.6053551249206,-0.3519598835920875,2350,0.1677795765459959,0.0794665532530691,0.0006129612789484,0.0068698458187575,0.026382049925126,0.0212880080274568,0.0068263009218342,0.1169302316387066,0.0109867921103246,False,False,False,False,True,0,FAIL
1,2399,-200797.7895106844,0.0,0.0,0.0,0.01,1.9911467303131003,41266.307442305624,4.435472122197962,4.700529828846903,1.3702952161535915,True,0.6014925828581978,-0.309509280539236,0.0,0.0,1546.5185938841307,1579.0356659579556,-0.3583171232686398,2400,0.1685414041435229,0.0819358190471554,0.0029515668975775,0.0068548359029855,0.0105793305212522,0.038591525278906,0.0040322117889009,0.1120709861005318,0.0142966265281874,False,False,False,False,True,0,FAIL
1,2449,-179292.1636635047,0.0,0.0,0.0,0.01,2.473999060544176,38458.30270430667,4.438425093106075,4.753795027403589,1.3403877889459404,True,0.5994513535867817,-0.3151175413571837,0.0,0.0,1546.5185938841307,1612.6860202078242,-0.3614698578984067,2450,0.1666947884434108,0.0821903290040837,0.0108010507054512,0.0116896098774483,0.0142095966440594,0.0357645594231417,0.0006179429607188,0.1082928960850767,0.0114322713383581,False,False,False,False,True,0,FAIL
1,2499,-203824.43850117063,0.0,0.0,0.0,0.01,2.150189969831586,55186.60082171517,4.437541346722967,4.786437287382091,1.3081662607926117,True,0.6023005859977753,-0.3197198966202829,0.0,0.0,1546.5185938841307,1646.4111118328292,-0.3609455313412333,2500,0.1674285219019912,0.0850852605935885,0.0073036858460718,0.0117247566711937,0.0129943073251683,0.0309659673668961,0.0072147453302436,0.1096759757039584,0.0127123026973854,False,False,False,False,True,0,FAIL
1,2549,-205766.36096708875,0.0,0.0,0.0,0.01,1.96466992892243,34630.76448975257,4.4625271561192985,4.785240054469788,1.2792000245464916,True,0.604457197485465,-0.3157625890500347,0.0,0.0,1546.5185938841307,1680.5320611668285,-0.3590809526509865,2550,0.1676633864771471,0.083630327054648,0.0009346197295404,0.01101897246376,0.0118543282351804,0.0269728520087681,0.0102648742122633,0.1087706062987853,0.0079202370845479,False,False,False,False,True,0,FAIL
1,2599,-221994.72151703827,0.0,0.0,0.0,0.01,1.733211322190511,67137.71418907576,4.488816958036525,4.773941888144318,1.245448928918198,True,0.6082778212046296,-0.3247365052144429,0.0,0.0,1546.5185938841307,1712.94138199999,-0.3688464209965546,2600,0.1675381635135958,0.078968473008178,0.0014388701972548,0.0110179424896045,0.0046536522064618,0.0297766582569453,0.014489590008714,0.1123046660953424,0.0168865374044671,False,False,False,False,True,0,FAIL
1,2649,-193149.54693624927,0.0,0.0,0.0,0.01,1.6443827722262874,49877.28033042666,4.5480551666747076,4.76127521995122,1.2197127640968743,True,0.6073307579030761,-0.3267572209952379,0.0,0.0,1546.5185938841307,1746.8751969579607,-0.3713283988784026,2650,0.1671743037644234,0.0811385276354539,0.0081113622260754,0.0110256678082543,0.0253824263517084,0.0129230944842699,0.0097061463619986,0.1098905186864777,0.0130112756097627,False,False,False,False,True,0,FAIL
1,2699,-182698.5045042917,0.0,0.0,0.0,0.01,1.672063401783826,60890.3542106314,4.560809504448962,4.778882921968944,1.1943737109469277,True,0.6077017790652196,-0.3202285693152645,0.0,0.0,1546.5185938841307,1781.9650472078938,-0.36480909309205,2700,0.1663195663535895,0.084361471177949,0.0022509527341862,0.0080323297980593,0.0275738372903889,0.0052774455820527,0.0137632944342722,0.1089342048645756,0.0033392351936433,False,False,False,False,True,0,FAIL
1,2749,-225260.73988103023,0.0,0.0,0.0,0.01,1.9768613858142623,87143.69461753509,4.536395567838936,4.826122291907589,1.1658415224898293,True,0.6114939806364779,-0.3223994927307501,0.0,0.0,1546.5185938841307,1815.8362894998863,-0.3698084383138245,2750,0.1661020579414855,0.0842363827792119,0.0079225686605667,0.0093324288732583,0.0222768000097554,0.0082911364220971,0.0152637982635742,0.108797132725735,0.0088629069725912,False,False,False,False,True,0,FAIL
1,2799,-182030.36098776772,0.0,0.0,0.0,0.01,1.840536785889464,52807.939332073904,4.573702900977736,4.825735324501295,1.1408070380174355,True,0.6101765458294806,-0.3289325171782107,0.0,0.0,1546.5185938841307,1850.325941374991,-0.3709736061264486,2800,0.1659639039118455,0.0844380118731626,0.0101362772219395,0.0101919868254259,0.0249131805743716,0.0084625367945086,0.0094619575510192,0.1081871356108829,0.0118926534754621,False,False,False,False,True,0,FAIL
1,2849,-190871.9776133643,0.0,0.0,0.0,0.01,1.7289995524732933,55114.92237497382,4.568500915003111,4.86886467798681,1.1161365386678557,True,0.6117919694256334,-0.3359469115413012,0.0,0.0,1546.5185938841307,1883.237866624957,-0.377489053718843,2850,0.166456431074737,0.0809365830026792,0.0064566330212341,0.009461377106018,0.0177516610081247,0.0198835243634249,0.0057772091937273,0.103827934849696,0.0086426327222884,False,False,False,False,True,0,FAIL
1,2899,-191960.7521586347,0.0,0.0,0.0,0.01,1.531902290980938,31765.501169442257,4.591514487999857,4.87763893666297,1.0923756300205516,True,0.6131426562351507,-0.336771990575149,0.0,0.0,1546.5185938841307,1917.2488720829133,-0.3828222214347759,2900,0.1650026947575709,0.0821376492313517,0.0129900885360509,0.0130653895423175,0.0095555835917716,0.0244396115192312,0.0095695768021716,0.1043992797522361,0.0114938225563733,False,False,False,False,True,0,FAIL
1,2949,-239077.5039264178,0.0,0.0,0.0,0.01,1.6268936494965935,74586.88649144305,4.59269370643999,4.9314268530298255,1.0747007411929852,True,0.6108909786597914,-0.3327104508526132,0.0,0.0,1546.5185938841307,1949.8515173329504,-0.3787246538272916,2950,0.167509598321074,0.0860101794266037,0.0071550930150611,0.0150826744127685,0.0069909085130448,0.0319204160368992,0.0052479681719501,0.1001972570704548,0.0139155607352415,False,False,False,False,True,0,FAIL
1,2999,-199283.4226545286,0.0,0.0,0.0,0.01,1.5292784909396702,49666.85883029805,4.604817922377894,4.953516085604885,1.056514414827791,True,0.6112430047680297,-0.3315305946803192,0.0,0.0,1546.5185938841307,1984.4206949998625,-0.3770902469613758,3000,0.1669070463372484,0.0871426690798525,0.0048463481171708,0.015076467125642,0.0150829779977837,0.0263967189374604,0.0004104306442835,0.0937752735282184,0.0072818086475512,False,False,False,False,True,0,FAIL
1,3049,-188270.07665443423,0.0,0.0,0.0,0.01,1.6110726267331084,46827.78150755711,4.650587319602108,4.955990091784303,1.0389070753578746,True,0.608800247138709,-0.34154272059184,0.0,0.0,1546.5185938841307,2018.2690742078703,-0.3907551611189231,3050,0.1665302158118899,0.086868406136535,0.0034122594533879,0.0150570816394128,0.0168101033864566,0.0269916931874975,0.002255574554903,0.0893226981108469,0.0197815549924745,False,False,False,False,True,0,FAIL
1,3099,-179834.61641740112,0.0,0.0,0.0,0.01,2.236729862075304,34901.46523940761,4.663384726929458,4.9835292299767895,1.0218908131875066,True,0.6085266523681631,-0.3521261142299815,0.0,0.0,1546.5185938841307,2052.1491926668677,-0.4046111382116137,3100,0.165742977259741,0.0823735107153676,0.0042861294717759,0.0150570816394128,0.0207691349288658,0.0235505727872049,0.0053372996388558,0.0844392439591972,0.0271220844927707,False,False,False,False,True,0,FAIL
1,3149,-200555.55645475883,0.0,0.0,0.0,0.01,3.117243918113693,20887.44337430439,4.650423203583,4.989712652097757,1.0002229537003502,True,0.615777117686486,-0.3517611931533605,0.0,0.0,1546.5185938841307,2086.6396076669917,-0.4023033623988165,3150,0.1668864101903786,0.0847900265247315,0.01141627071955,0.0150376637995615,0.0128299095509998,0.0229770421488929,0.0042966533555364,0.084359879319596,0.0194811409640405,False,False,False,False,True,0,FAIL
1,3199,-243517.55681741104,0.0,0.0,0.0,0.01,3.798607679397104,54734.54764515432,4.645277201357511,5.043131853647137,0.9803216651903596,True,0.6153101841255688,-0.3597874804166712,0.0,0.0,1546.5185938841307,2121.011501416797,-0.4102936581639919,3200,0.1679644301458501,0.0869849455177714,0.0027152582857029,0.0133103441224904,0.011449379880001,0.0226516592350306,0.0072340329455716,0.0878189363653541,0.0315690043367002,False,False,False,False,True,0,FAIL
1,3249,-207118.98450715115,0.0,0.0,0.0,0.01,3.368953782074078,43175.7292053936,4.68346281772835,5.039556013442983,0.9641274408857848,True,0.6152663321354535,-0.359959908233975,0.0,0.0,1546.5185938841307,2156.926360541954,-0.4130208769804202,3250,0.1679873402547688,0.0893089473518807,0.0064724284637901,0.0134476152910569,0.0170788284523191,0.0173694657191349,0.0065822059901537,0.0874450671428511,0.0359306300190444,False,False,False,False,True,0,FAIL
1,3299,-200671.99348290317,0.0,0.0,0.0,0.01,2.7920628656061917,54433.795872312745,4.705283272364966,5.034188486880162,0.9490763121140732,True,0.6182297853459646,-0.365118395851931,0.0,0.0,1546.5185938841307,2193.081109666964,-0.4195075599146463,3300,0.1668377707378795,0.0821573742988309,0.0018468415746069,0.0134504067927299,0.0117610849993753,0.0157785616289853,0.0154887226993967,0.0864666006946361,0.0287523987957231,False,False,False,False,True,0,FAIL
1,3349,-240006.95374951971,0.0,0.0,0.0,0.01,2.39420463039703,50133.156117831895,4.747562480823702,4.982778074547008,0.9314035511657244,True,0.6260984857700542,-0.3668234576640324,0.0,0.0,1546.5185938841307,2226.8552769578528,-0.4271289395375982,3350,0.1671429467767288,0.0845637013880277,0.0084466294749484,0.0134381182265296,0.0180507847461408,0.0001507276059028,0.0288760292314363,0.0885488555666061,0.0225178013259844,False,False,False,False,True,0,FAIL
1,3399,-216116.29671159247,0.0,0.0,0.0,0.01,2.453983637220395,73660.07977241006,4.745656548664652,5.009890081084896,0.9152095726729996,True,0.6273484271585025,-0.3656074713356285,0.0,0.0,1546.5185938841307,2263.327521499945,-0.4236751023178019,3400,0.1666580359821737,0.0840417573706552,0.0013684410129285,0.0079592062486053,0.020478425492174,0.0040438058048604,0.0187913924367482,0.0849944312044042,0.0213717399189853,False,False,False,False,True,0,FAIL
1,3449,-243121.33082323236,0.0,0.0,0.0,0.01,2.963467449534179,87012.41557362415,4.740037553158005,5.051494394061429,0.8991923595990265,True,0.6276392682405089,-0.3721064717337143,0.0,0.0,1546.5185938841307,2297.8784933327697,-0.4265120732109121,3450,0.1658572865548429,0.0839666516954293,0.0125451775067938,0.0127555489776603,0.0203992889321656,0.0016582038021163,0.0200371852002761,0.0827578421166272,0.0162184150469202,False,False,False,False,True,0,FAIL
1,3499,-204712.60520206144,0.0,0.0,0.0,0.01,3.084813655089602,37861.66185196397,4.7573879424955585,5.067928202883855,0.884843119747667,True,0.6279454504390324,-0.3747287699341698,0.0,0.0,1546.5185938841307,2333.039314791793,-0.4285653458268997,3500,0.1673740733093969,0.0814138020805551,0.003650673583151,0.0127555489776603,0.0157842877469591,0.0056298986190825,0.0206075282220831,0.0822342750303588,0.0155444688464794,False,False,False,False,True,0,FAIL
1,3549,-199864.10446780204,0.0,0.0,0.0,0.01,2.6165593442644868,44538.1741093837,4.782897640609935,5.076751761372772,0.8719643852355741,True,0.6271055505223632,-0.3740554283178373,0.0,0.0,1546.5185938841307,2367.566353916889,-0.43651906656328,3550,0.1663088395554862,0.0868902009566702,0.0031703323537227,0.0090962868137481,0.0164951531613013,0.0084548432390911,0.014356741436247,0.0812494484313192,0.0170115066486337,False,False,False,False,True,0,FAIL
1,3599,-196936.74204381587,0.0,0.0,0.0,0.01,2.9036153938593436,33890.32059510519,4.766108038124084,5.101619376198644,0.857395439525613,True,0.6323830648540973,-0.3808308795968623,0.0,0.0,1546.5185938841307,2403.131885457784,-0.4416346689241046,3600,0.1663410506132723,0.0828421010770074,0.0047976667811635,0.0091098553456194,0.0039063324338102,0.0238504103280658,0.0100376845286785,0.0794586960157972,0.0145057293865064,False,False,False,False,True,0,FAIL
1,3649,-201061.9711731428,0.0,0.0,0.0,0.01,2.4121863540184187,56562.661946371125,4.855697246734662,5.0395652129077595,0.843835863133315,True,0.634917406566337,-0.3909966967897317,0.0,0.0,1546.5185938841307,2438.586646457901,-0.4472247517127459,3650,0.1657482480664885,0.0878027880681172,0.005459010184078,0.0097749934147493,0.0231876658037914,0.0059233099614109,0.0120650328910798,0.0779861920928423,0.023549649394944,False,False,False,False,True,0,FAIL
1,3699,-167606.38458796716,0.0,0.0,0.0,0.01,2.966693859952785,33369.75189994217,4.878245150596861,5.062708996515277,0.8317578155846146,True,0.6351027899723445,-0.3892642022156573,0.0,0.0,1546.5185938841307,2474.1327812077943,-0.4450182626597941,3700,0.1660036259026805,0.0901311476733249,0.000882320884884,0.0097849187851969,0.0291574899753223,0.0022200563989603,0.0118914193383063,0.0749945696207681,0.0185061894488819,False,False,False,False,True,0,FAIL
1,3749,-212096.21181236237,0.0,0.0,0.0,0.01,3.1375155038502864,28825.962683353337,4.862494581986266,5.10751504225366,0.8200609052937481,True,0.6376401376501384,-0.3956407365376272,0.0,0.0,1546.5185938841307,2509.997360082809,-0.4516845017378558,3750,0.1666865990665395,0.0906989067823896,0.004107411794816,0.0097749934147493,0.022093350544705,0.0078112470786936,0.0154387410631415,0.0732132205225182,0.023119155910956,False,False,False,False,True,0,FAIL
1,3799,-225539.00959444945,0.0,0.0,0.0,0.01,3.050557314863153,56976.40307454642,4.900245633294737,5.089223075083517,0.8087065036485054,True,0.6387357972760012,-0.3961147565882856,0.0,0.0,1546.5185938841307,2545.0943536248524,-0.4538514295920646,3800,0.1664763941391344,0.0850418108731143,0.0010074905464797,0.0056416732894449,0.0245349161747556,0.0024565537763013,0.0185459158254145,0.0725464051722463,0.0173323630287846,False,False,False,False,True,0,FAIL
1,3849,-188367.193864596,0.0,0.0,0.0,0.01,3.546918440080244,38056.6799613176,4.914973874828072,5.0950227663099055,0.7984984025325772,True,0.6401044492078793,-0.3967061150694386,0.0,0.0,1546.5185938841307,2581.0950725828297,-0.4493403791676215,3850,0.1660096855621875,0.0916461414559561,0.001992082230232,0.0056467514460719,0.0312342556050367,0.0012930423464194,0.0122099796514371,0.0686929674195875,0.0077057102435168,False,False,False,False,True,0,FAIL
1,3899,-199185.46538212657,0.0,0.0,0.0,0.01,4.030235491760747,54545.944971645935,4.913874160663788,5.117524117504027,0.789181894890708,True,0.6425053584355446,-0.4072245643407784,0.0,0.0,1546.5185938841307,2614.8468792499043,-0.4594311448583366,3900,0.1667833957126458,0.0821158937626271,0.0062453006787859,0.0062267126917741,0.0119811658291192,0.0154693711268172,0.0119510849611819,0.0647684823914297,0.0122063931455906,False,False,False,False,True,0,FAIL
1,3949,-211295.2004772745,0.0,0.0,0.0,0.01,3.691289438577543,64634.354330162576,4.893435074086041,5.1379419699612825,0.7800392651362169,True,0.6465276523783728,-0.4023291098392046,0.0,0.0,1546.5185938841307,2649.141658249777,-0.457586382191973,3950,0.1669319279150346,0.0985900336204389,0.0055920586511669,0.0055726598168788,0.0031138089661855,0.0148602207825472,0.0179889973503751,0.0621798190282666,0.0125681195321789,False,False,False,False,True,0,FAIL
1,3999,-206593.48289593984,0.0,0.0,0.0,0.01,3.527026850236279,59270.65262108836,4.891004865368339,5.153611642570321,0.7691519973799703,True,0.6484347274818848,-0.4081880903356097,0.0,0.0,1546.5185938841307,2683.828388707945,-0.463627499433218,4000,0.1667046067880903,0.0923487609286498,0.000108033409114,0.0055324935790255,0.0058633038867936,0.0090252500355477,0.0169289685425499,0.0620794231076557,0.0119429976953622,False,False,False,False,True,0,FAIL
2,1499,-248463.30542710767,0.0,0.0,0.0,0.01,2.738172124634252,60210.54219130905,4.137894342592685,3.891134098235132,2.1939958216383255,True,0.6190215066900485,-0.2972333080845079,0.0,0.0,1532.6584941213016,1548.5258805840276,-0.2927975234637454,1500,0.1484795232044766,0.0958380507686468,0.0120206131446113,0.0180059514384441,0.0487539905670095,0.0286314987256879,0.0107507297646737,0.1534176978207662,0.020703648455506,False,False,False,False,True,0,FAIL
2,1549,-184299.46972308573,0.0,0.0,0.0,0.01,1.9681681415210497,94749.15112598018,4.163449543452144,3.9268213307965194,2.124321508852448,True,0.6201879360202746,-0.3010484087875619,0.0,0.0,1532.6584941213016,1596.5228578338863,-0.301580855837805,1550,0.1486815996681308,0.0949317339705378,0.0165148336232552,0.0180656048757522,0.0427893682194384,0.0348990008347628,0.0095319594041169,0.1514199521519154,0.0257608008819196,False,False,False,False,True,0,FAIL
2,1599,-213153.2924607146,0.0,0.0,0.0,0.01,1.838933084120248,72141.33095859824,4.2005842541583585,3.955811105637149,2.058834205847893,True,0.6224222181370254,-0.3033608726628708,0.0,0.0,1532.6584941213016,1644.679152125027,-0.3084438210440592,1600,0.1494482844808603,0.1072162124684709,0.0010185270344359,0.01386188463779,0.0406931696436733,0.0384307625370361,0.0102151755931714,0.1500379311459433,0.0278674022636168,False,False,False,False,True,0,FAIL
2,1649,-240127.91838823687,0.0,0.0,0.0,0.01,1.6189620837722911,78579.99511735496,4.1985888566432,4.002743275242455,1.9929471247216264,True,0.6261839218556468,-0.3050205798595868,0.0,0.0,1532.6584941213016,1693.5829376669135,-0.315080565685354,1650,0.1494238600969279,0.1060401481077315,0.0003563784714203,0.0138559647110005,0.0310827960719087,0.0412097614488154,0.0174255719182944,0.1513396084435171,0.0254736041783566,False,False,False,False,True,0,FAIL
2,1699,-275340.79865453724,0.0,0.0,0.0,0.01,1.431181278708054,134219.00595028017,4.202941524120983,4.035711664695033,1.928985943663732,True,0.6296679643812868,-0.311839008652876,0.0,0.0,1532.6584941213016,1741.5869317499455,-0.3198576834712031,1700,0.1493016880567038,0.1020879213690694,0.0082923628583178,0.0138627643801029,0.0201830792311657,0.0444925434491091,0.0223404747994869,0.1503584141981812,0.0267453231654771,False,False,False,False,True,0,FAIL
2,1749,-247405.53959231437,0.0,0.0,0.0,0.01,1.3684917027717158,83015.05776641349,4.193446304147687,4.077867150781276,1.867568619914403,True,0.6340316992882702,-0.3076278579238592,0.0,0.0,1532.6584941213016,1790.4873054169584,-0.3087308430506973,1750,0.1492097559515678,0.1017481003353713,0.0049180703933535,0.0064906139836762,0.0134251764196074,0.0479893644968027,0.0242482570249977,0.1487820525930487,0.0159333195869519,False,False,False,False,True,0,FAIL
