feature,coefficient_standardised
ndbi_t,0.8575595332587811
distance_to_built_m_t,-0.7822998994183628
built_fraction_11x11_t,0.08856591903806038
recent_local_growth_5y_t,0.2811306412107706
elevation_m,0.04052116410151424
slope_degrees,-0.08498876067837183
x_center_m,0.19168829046244357
y_center_m,0.1460768170179368
forecast_origin,-0.7799859701929162
