C,log_loss,brier_score,pr_auc,roc_auc
0.1,0.3816067220465345,0.12370224427150339,0.34996740983747554,0.8352537918349952
1.0,0.38161158474441115,0.12370742405110352,0.3499660477798135,0.8352514515059442
10.0,0.3816120701794569,0.12370794202664227,0.34996498057743547,0.8352511828893407
