experiment_id,pr_auc,roc_auc,log_loss,brier_score,ece,probability_bias,calibration_slope
TREN-A01_time_trend,0.16905301639654213,0.7996281772410666,0.2324676270893032,0.061571180837282434,0.05475965010067583,0.028226000850928634,0.806319103373078
annual_1500,0.16879470814621148,0.7993388053265514,0.23553576468507842,0.06346085384976467,0.06114221288390273,0.039260408802554,0.8200189156339895
TREN-A01_minus_annual_1500,0.00025830825033065774,0.0002893719145151685,-0.0030681375957752055,-0.001889673012482239,-0.006382562783226901,-0.011034407951625365,-0.013699812260911548
