model,fold,elbo_tail_range,elbo_tail_slope_per_100_iterations,gradient_p50,gradient_p90,gradient_p95,fraction_gradient_above_clip,median_gradient_to_clip_ratio,site_precision_min,site_precision_max,site_precision_tail_range,spatial_lengthscale_x_initial_km,spatial_lengthscale_x_final_km,spatial_lengthscale_y_initial_km,spatial_lengthscale_y_final_km,kernel_variance_initial,kernel_variance_final,linear_intercept_initial,linear_intercept_final
TEMP-A01,1,21058.4176924513,-1997.227084338368,53983.91468410011,84955.60457450955,92935.68238394956,1.0,5398.391468410011,0.0009900000756742,24.39362541231752,0.9441584489544356,2.002000983824219,4.119838924577199,2.0020009837023833,4.184078140031015,0.9990005103710744,0.5845826902086505,-0.0009999929112073,-0.3026027322848438
annual_1500,1,21055.054740230815,-1996.7748360889927,53974.37681530777,84934.64923744365,92914.62028635954,1.0,5397.437681530777,0.0009900000756738,24.392802735601332,0.94411514013548,2.002000983824504,4.120212829625614,2.002000983702679,4.184321697144557,0.999000510370724,0.5848829042032468,-0.0009999929112447,-0.3025682654829861
TEMP-A01,2,70054.46108976542,-9246.232833985332,73179.79400311029,134741.92330674833,146959.6333258577,1.0,7317.979400311029,0.0009900000472424,10.318612488325964,0.8553544355406131,2.002000983365047,4.1490498120504204,2.0020009837042303,3.8983549570671454,0.999000511392412,0.6185331841435737,-0.0009999929044969,-0.355222628656567
annual_1500,2,70056.3935862543,-9245.642550745835,73181.25531227032,134732.41906032574,146952.1793054528,1.0,7318.125531227032,0.0009900000472447,10.319739841339931,0.8521074322010973,2.00200098336538,4.149352838445437,2.002000983704532,3.8985282574988296,0.99900051139196,0.6187428554599745,-0.0009999929045357,-0.3551782513402989
TEMP-A01,3,69754.91795250951,-30405.14353449173,74377.97009425964,148553.88122767964,155895.6513291517,1.0,7437.797009425964,0.0009900000472421,8.842303827142208,1.5715979157591606,2.002000983660505,4.081449277785956,2.002000983786703,3.948070124694834,0.9990005131622948,0.6703179016184387,-0.000999992908367,-0.3671452856711912
annual_1500,3,69754.14148861397,-30405.632329333264,74359.43638256776,148550.54826135797,155878.06417070306,1.0,7435.943638256776,0.0009900000472417,8.843174297891757,1.5708351648386802,2.0020009836609014,4.0816835309572275,2.0020009837870845,3.948140499443869,0.9990005131614966,0.6704846908122926,-0.0009999929084168,-0.3671157758311759
