fold,configured_initial_steps,configured_initial_years,baseline_first_logged_steps,baseline_final_steps,baseline_final_years,temp_a01_first_logged_steps,temp_a01_final_steps,temp_a01_final_years,temp_a01_final_abs_log_distance_from_1p5_years,prior_penalty_first,prior_penalty_final,prior_penalty_min,prior_penalty_max,prior_penalty_late_change_last_5,baseline_fold_spread_years,temp_a01_fold_spread_years
1,7.5,7.5,7.492503820234345,2.2317189172284175,2.2317189172284175,7.492503820078349,2.2284796097250252,2.2284796097250252,0.39585445547882714,129.51451969901174,7.852391110732004,7.852391110732004,129.51451969901174,-5.644240360769771,0.06446414432330805,0.062364454466416586
2,7.5,7.5,7.492503813605355,2.1978923798198178,2.1978923798198178,7.4925038135532125,2.195862499384019,2.195862499384019,0.38110979945492085,129.51451969901174,7.28701603510248,7.28701603510248,129.51451969901174,-5.839415210785484,0.06446414432330805,0.062364454466416586
3,7.5,7.5,7.492503809434663,2.1672547729051095,2.1672547729051095,7.492503809410118,2.1661151552586086,2.1661151552586086,0.36747020399676833,129.51451969901174,6.774645599908784,6.774645599908784,129.51451969901174,-5.674931575809808,0.06446414432330805,0.062364454466416586
