model,pr_auc,roc_auc,log_loss,brier_score,ece,probability_bias,calibration_slope
TEMP-A01,0.16882754687067456,0.7993727098226682,0.23554716712572119,0.06346996902057148,0.0611828516242118,0.03932381566314172,0.8204640686242142
annual_1500,0.16879470814621148,0.7993388053265514,0.23553576468507842,0.06346085384976467,0.06114221288390273,0.039260408802554,0.8200189156339895
TEMP-A01_minus_annual_1500,3.2838724463080116e-05,3.39044961167323e-05,1.1402440642765965e-05,9.115170806803241e-06,4.063874030906661e-05,6.34068605877211e-05,0.00044515299022462873
