model,pr_auc,roc_auc,log_loss,brier_score,ece,probability_bias,calibration_slope
annual_1500,0.16879470814621148,0.7993388053265514,0.23553576468507842,0.06346085384976467,0.06114221288390273,0.039260408802554,0.8200189156339895
TEMP-A01,0.16882754687067456,0.7993727098226682,0.23554716712572119,0.06346996902057148,0.0611828516242118,0.03932381566314172,0.8204640686242142
TREN-A01_context_only,0.16905301639654213,0.7996281772410666,0.2324676270893032,0.061571180837282434,0.05475965010067583,0.028226000850928634,0.806319103373078
