fold,validation_origin,validation_target_year,temporal_lengthscale_steps,temporal_lengthscale_years,spatial_lengthscale_x_km,spatial_lengthscale_y_km,kernel_variance,mean_latent_variance,median_latent_variance,natural_gradient_gamma,minimum_natural_gradient_gamma,minimum_site_precision_eigenvalue
1,2010,2011,2.3158989632578644,2.3158989632578644,4.405511790183477,4.452754490195303,0.9444202408965533,0.2749485039235275,0.2698261107035264,0.01,0.01,1.8277293704825235
2,2015,2016,2.2575126126141574,2.2575126126141574,4.392710787612352,4.164131650310577,0.9477757239804718,0.290592563957917,0.28484179163601786,0.01,0.01,2.545672241727702
3,2018,2019,2.2168193123250073,2.2168193123250073,4.291175426915724,4.189861783673271,0.9552588362484726,0.3079294924298356,0.29814249722132125,0.01,0.01,2.219189025147902
