feature,coefficient_standardised
ndbi_t,0.26718366146087646
savi_t,0.08446116745471954
distance_to_built_m_t,-0.2066723108291626
built_fraction_11x11_t,0.06445605307817459
recent_local_growth_5y_t,0.06432930380105972
elevation_m,-0.02168215997517109
slope_degrees,-0.022929217666387558
log_population_density_t,0.3794022798538208
